date,region,reason
1998-09-13,Mumbai,Health
2018-05-06,Mumbai,Social Issues
2020-05-25,Delhi,Election
2021-08-01,Mumbai,Social Issues
2022-08-06,Delhi,Election
2020-10-06,Mumbai,Economy
2018-07-13,Pune,Economy
2020-12-21,Hyderabad,Election
2020-05-22,Ahmedabad,Health
1994-06-17,Delhi,Health
2021-12-03,Mumbai,Economy
2019-04-09,Hyderabad,Social Issues
2018-05-24,Delhi,Health
2019-09-24,Mumbai,Social Issues
1960-06-13,Mumbai,Health
2022-03-22,Pune,Natural Calamity
2021-04-26,Delhi,Election
2020-08-09,Ahmedabad,Natural Calamity
2018-09-07,Hyderabad,Economy
2022-05-07,Jaipur,Economy
2021-08-11,Delhi,Election
2018-08-29,Delhi,Economy
2018-03-13,Hyderabad,Economy
2020-07-16,Delhi,Election
2019-04-24,Delhi,Health
2020-07-17,Delhi,Election
2019-09-22,Mumbai,Economy
2020-10-18,Pune,Economy
2022-03-22,Delhi,Health
2021-01-23,Delhi,Election
2022-02-02,Bangalore,Natural Calamity
2020-09-01,Hyderabad,Economy
2020-07-08,Mumbai,Economy
2021-01-11,Chennai,Economy
2019-03-18,Pune,Natural Calamity
1990-01-25,Mumbai,Election
2022-05-09,Mumbai,Economy
2014-06-05,Bangalore,Election
2020-02-27,Hyderabad,Economy
2020-08-08,Kolkata,Health
1945-12-12,Mumbai,Social Issues
2020-11-07,Mumbai,Social Issues
2020-08-21,Mumbai,Economy
2021-02-12,Bangalore,Election
1970-01-01,Hyderabad,Social Issues
2020-08-29,Delhi,Economy
2020-09-19,Kolkata,Social Issues
2017-03-07,Hyderabad,Economy
2018-02-26,Delhi,Economy
2020-07-10,Mumbai,Health
2022-03-01,Delhi,Economy
2018-12-28,Mumbai,Election
2022-01-11,Hyderabad,Natural Calamity
2022-05-17,Lucknow,Health
2021-09-10,Ahmedabad,Health
2022-12-21,Mumbai,Health
2022-05-28,Mumbai,Natural Calamity
1995-07-16,Delhi,Social Issues
2020-04-10,Chennai,Economy
2021-12-25,Delhi,Natural Calamity
2020-02-20,Delhi,Economy
2022-09-11,Delhi,Health
2021-06-23,Kolkata,Natural Calamity
1998-06-23,Ahmedabad,Health
2017-06-24,Kolkata,Economy
1963-09-13,Delhi,Social Issues
2020-05-21,Mumbai,Health
2020-05-30,Delhi,Health
2021-06-03,Pune,Economy
2022-11-25,Pune,Economy
2016-03-14,Delhi,Health
2021-04-06,Mumbai,Economy
2020-06-12,Ahmedabad,Health
2021-05-05,Mumbai,Natural Calamity
2020-02-28,Delhi,Economy
2020-09-19,Bangalore,Economy
1973-04-05,Hyderabad,Economy
2021-06-15,Bangalore,Health
2015-05-25,Delhi,Economy
2020-02-21,Delhi,Election
2021-03-12,Hyderabad,Health
2019-09-25,Hyderabad,Election
2018-12-31,Delhi,Economy
2020-09-18,Bangalore,Social Issues
2019-06-07,Delhi,Social Issues
2017-06-12,Delhi,Health
2020-07-02,Kolkata,Natural Calamity
2020-06-01,Bangalore,Health
2020-01-27,Mumbai,Economy
2019-01-01,Mumbai,Health
2015-06-01,Mumbai,Social Issues
2021-07-01,Chennai,Economy
2022-10-17,Mumbai,Health
2022-02-25,Delhi,Natural Calamity
2021-01-04,Mumbai,Economy
2018-06-28,Mumbai,Economy
2020-01-03,Delhi,Natural Calamity
2020-01-23,Ahmedabad,Economy
2020-07-21,Delhi,Economy
2021-04-16,Bangalore,Election
2021-03-07,Delhi,Economy
2022-03-13,Mumbai,Election
2018-04-27,Mumbai,Social Issues
2016-11-06,Hyderabad,Natural Calamity
2022-09-01,Delhi,Social Issues
2022-04-06,Bangalore,Social Issues
2020-12-06,Mumbai,Election
2020-09-15,Delhi,Social Issues
2022-03-02,Bangalore,Social Issues
2022-07-17,Delhi,Economy
2022-09-25,Mumbai,Health
2022-03-29,Delhi,Economy
2020-04-24,Delhi,Social Issues
2021-01-16,Chennai,Economy
2015-11-13,Delhi,Social Issues
2020-06-01,Delhi,Economy
2020-07-06,Ahmedabad,Economy
2021-05-26,Mumbai,Economy
1997-11-22,Delhi,Natural Calamity
2022-12-27,Mumbai,Economy
2020-12-14,Delhi,Natural Calamity
2023-02-11,Hyderabad,Election
2021-06-22,Delhi,Natural Calamity
2020-12-21,Jaipur,Economy
2020-07-17,Mumbai,Health
2014-04-09,Mumbai,Social Issues
2022-04-08,Bangalore,Economy
2021-01-10,Delhi,Economy
2020-06-04,Bangalore,Economy
2020-08-17,Bangalore,Economy
2020-06-12,Mumbai,Economy
2020-02-17,Delhi,Natural Calamity
2021-07-21,Delhi,Social Issues
2021-04-05,Delhi,Economy
1998-09-30,Delhi,Natural Calamity
2020-01-03,Mumbai,Social Issues
2019-06-05,Bangalore,Economy
2021-09-21,Mumbai,Economy
2020-02-28,Chennai,Social Issues
2019-04-09,Kolkata,Natural Calamity
2020-04-10,Delhi,Election
2020-01-01,Mumbai,Health
2020-04-15,Pune,Natural Calamity
2019-12-06,Mumbai,Health
2020-12-16,Hyderabad,Natural Calamity
2017-06-21,Hyderabad,Economy
2021-06-21,Mumbai,Health
2022-04-01,Mumbai,Health
2021-11-26,Mumbai,Election
2018-09-09,Kolkata,Social Issues
2020-06-23,Mumbai,Social Issues
2021-01-19,Delhi,Economy
2020-02-11,Delhi,Health
2018-06-25,Mumbai,Economy
2021-09-11,Delhi,Economy
2021-03-08,Mumbai,Election
1986-02-14,Delhi,Social Issues
2021-07-13,Hyderabad,Health
2017-09-08,Bangalore,Social Issues
2020-06-13,Delhi,Economy
2021-08-30,Delhi,Health
2020-05-29,Mumbai,Economy
2017-08-02,Mumbai,Health
2021-01-18,Delhi,Natural Calamity
2020-07-07,Delhi,Natural Calamity
2022-02-15,Mumbai,Social Issues
2017-01-05,Bangalore,Natural Calamity
2021-01-11,Mumbai,Economy
2020-08-18,Bangalore,Natural Calamity
2020-07-12,Bangalore,Economy
2020-04-25,Chennai,Natural Calamity
2020-02-08,Jaipur,Election
2021-04-05,Bangalore,Economy
2021-03-24,Mumbai,Social Issues
2017-01-28,Jaipur,Natural Calamity
2020-06-12,Lucknow,Economy
2022-06-15,Delhi,Economy
2020-12-08,Hyderabad,Economy
1985-01-01,Hyderabad,Health
2020-03-19,Mumbai,Economy
2021-01-20,Ahmedabad,Social Issues
2021-06-28,Mumbai,Economy
2020-12-16,Ahmedabad,Economy
2018-07-26,Mumbai,Economy
1997-09-21,Delhi,Health
2021-06-01,Delhi,Social Issues
2020-03-03,Chennai,Election
2020-04-04,Kolkata,Health
2021-09-08,Mumbai,Natural Calamity
2021-12-25,Mumbai,Natural Calamity
2020-11-01,Ahmedabad,Natural Calamity
2020-07-13,Pune,Social Issues
1994-02-27,Bangalore,Health
2021-06-30,Ahmedabad,Natural Calamity
2019-06-05,Pune,Economy
2017-11-01,Kolkata,Economy
2021-09-13,Hyderabad,Natural Calamity
2022-11-06,Mumbai,Health
2020-07-22,Delhi,Health
2021-04-13,Pune,Election
2021-07-29,Delhi,Economy
2020-04-07,Bangalore,Natural Calamity
2021-05-16,Delhi,Economy
2021-10-30,Hyderabad,Election
1970-02-06,Delhi,Natural Calamity
2022-09-15,Bangalore,Health
1984-01-01,Delhi,Economy
2021-06-16,Mumbai,Social Issues
2022-06-11,Delhi,Election
2022-09-15,Delhi,Health
1994-03-27,Bangalore,Social Issues
2020-03-07,Pune,Economy
2020-11-03,Ahmedabad,Social Issues
1980-08-11,Delhi,Natural Calamity
1971-01-01,Mumbai,Economy
2018-01-04,Bangalore,Economy
2021-03-05,Lucknow,Election
2020-11-19,Pune,Economy
2016-01-01,Bangalore,Economy
2021-08-04,Mumbai,Economy
2021-11-15,Chennai,Election
2017-01-01,Bangalore,Election
2023-04-12,Delhi,Social Issues
2018-06-01,Chennai,Economy
2022-09-28,Delhi,Economy
2020-02-01,Delhi,Economy
1973-02-01,Hyderabad,Health
2020-11-12,Delhi,Election
2020-08-02,Delhi,Economy
2020-04-27,Ahmedabad,Health
2020-12-15,Delhi,Economy
2021-09-27,Delhi,Natural Calamity
2020-06-21,Delhi,Social Issues
2021-01-28,Hyderabad,Natural Calamity
2016-08-01,Delhi,Economy
2021-03-18,Delhi,Economy
2020-01-10,Bangalore,Natural Calamity
2020-05-12,Delhi,Economy
2020-03-13,Mumbai,Natural Calamity
2019-10-23,Mumbai,Natural Calamity
2020-11-10,Jaipur,Health
2022-04-14,Delhi,Health
2018-08-21,Delhi,Economy
2022-04-13,Hyderabad,Economy
2020-07-22,Delhi,Economy
2018-11-18,Delhi,Health
2021-10-16,Delhi,Health
2021-08-01,Mumbai,Health
2020-05-06,Mumbai,Economy
1920-07-22,Hyderabad,Natural Calamity
2021-04-19,Mumbai,Economy
2020-02-18,Bangalore,Natural Calamity
2017-12-29,Hyderabad,Economy
2022-04-13,Mumbai,Economy
2020-03-25,Pune,Social Issues
2020-11-11,Bangalore,Election
2020-11-02,Hyderabad,Economy
2022-06-27,Mumbai,Natural Calamity
2019-01-06,Mumbai,Economy
2021-09-28,Mumbai,Natural Calamity
2018-02-01,Delhi,Economy
2022-01-03,Chennai,Economy
1968-08-26,Delhi,Health
2020-02-21,Lucknow,Social Issues
2020-08-08,Delhi,Social Issues
1993-10-20,Hyderabad,Health
2018-06-29,Delhi,Election
1999-03-05,Hyderabad,Election
2020-06-22,Mumbai,Election
2019-11-09,Mumbai,Social Issues
2021-01-02,Delhi,Health
2020-09-22,Ahmedabad,Natural Calamity
2019-11-02,Bangalore,Economy
2018-06-18,Delhi,Social Issues
2020-08-28,Mumbai,Economy
1984-01-01,Delhi,Natural Calamity
2021-02-10,Bangalore,Economy
2020-04-17,Mumbai,Health
2021-11-24,Bangalore,Natural Calamity
2014-08-21,Bangalore,Natural Calamity
2021-12-29,Mumbai,Health
2020-01-02,Hyderabad,Election
1911-01-01,Kolkata,Health
2022-05-23,Bangalore,Economy
2021-01-26,Mumbai,Social Issues
2021-01-22,Bangalore,Natural Calamity
2022-07-07,Delhi,Election
2020-05-28,Pune,Health
1997-04-13,Hyderabad,Natural Calamity
2020-05-15,Hyderabad,Election
2023-03-21,Mumbai,Natural Calamity
2017-01-12,Delhi,Health
2022-06-20,Mumbai,Economy
2019-01-27,Delhi,Economy
2021-09-05,Mumbai,Economy
2021-09-10,Ahmedabad,Economy
2020-10-21,Mumbai,Health
2020-01-24,Chennai,Economy
2021-07-08,Delhi,Natural Calamity
2020-12-19,Lucknow,Economy
2020-01-04,Mumbai,Health
2018-01-11,Mumbai,Natural Calamity
2021-05-07,Delhi,Social Issues
2021-01-01,Bangalore,Election
2020-09-11,Delhi,Health
2018-05-26,Bangalore,Election
2019-07-29,Mumbai,Natural Calamity
2020-01-11,Lucknow,Health
2015-08-14,Hyderabad,Economy
2021-02-13,Kolkata,Election
2021-01-15,Delhi,Economy
2020-06-15,Delhi,Health
2021-04-01,Bangalore,Health
2022-05-16,Pune,Natural Calamity
2020-10-12,Delhi,Economy
2020-07-04,Hyderabad,Economy
2019-10-21,Hyderabad,Health
2020-04-07,Mumbai,Economy
2018-03-17,Bangalore,Election
2021-10-16,Bangalore,Natural Calamity
2021-09-20,Mumbai,Economy
2021-01-09,Hyderabad,Natural Calamity
2016-05-27,Bangalore,Health
2020-08-18,Delhi,Election
2021-03-11,Delhi,Natural Calamity
2020-09-08,Hyderabad,Natural Calamity
2022-03-04,Delhi,Social Issues
2022-08-15,Ahmedabad,Election
2020-03-01,Mumbai,Economy
1970-01-03,Mumbai,Economy
2023-05-19,Delhi,Natural Calamity
1962-12-15,Mumbai,Health
2020-04-01,Pune,Natural Calamity
2021-05-18,Delhi,Economy
2020-08-24,Mumbai,Economy
1992-07-09,Bangalore,Economy
2020-03-01,Bangalore,Economy
2020-07-20,Bangalore,Election
2021-05-03,Kolkata,Health
1926-09-01,Mumbai,Economy
2020-04-01,Delhi,Health
2021-10-17,Jaipur,Election
2019-02-14,Pune,Economy
2021-07-22,Bangalore,Economy
2010-02-20,Mumbai,Social Issues
2020-03-07,Delhi,Natural Calamity
1998-03-21,Hyderabad,Natural Calamity
1994-09-19,Mumbai,Natural Calamity
2017-09-29,Delhi,Election
2021-06-02,Mumbai,Natural Calamity
2021-02-17,Hyderabad,Election
2019-10-11,Hyderabad,Health
2021-08-01,Delhi,Health
2022-06-21,Delhi,Election
2016-07-07,Chennai,Economy
2022-06-05,Ahmedabad,Social Issues
2020-03-29,Pune,Natural Calamity
2021-11-11,Mumbai,Social Issues
2020-10-07,Pune,Health
2021-01-09,Kolkata,Natural Calamity
2020-06-01,Delhi,Economy
2020-12-18,Delhi,Economy
2019-03-12,Mumbai,Economy
1997-02-27,Delhi,Economy
2018-04-20,Mumbai,Election
2021-07-01,Bangalore,Economy
2020-06-20,Delhi,Economy
2022-06-15,Mumbai,Health
2017-12-13,Mumbai,Social Issues
2021-03-03,Mumbai,Social Issues
2021-04-06,Pune,Economy
2022-04-27,Kolkata,Economy
2021-01-29,Mumbai,Economy
2022-09-19,Bangalore,Election
1997-02-02,Bangalore,Election
2019-06-06,Ahmedabad,Economy
2019-02-05,Delhi,Economy
1911-11-18,Mumbai,Economy
2020-01-01,Delhi,Economy
2020-12-10,Delhi,Economy
2022-06-17,Lucknow,Election
2020-02-19,Pune,Natural Calamity
2020-07-21,Delhi,Economy
2020-07-25,Mumbai,Health
2020-05-05,Bangalore,Health
2020-02-17,Ahmedabad,Health
2021-05-02,Mumbai,Economy
1917-06-20,Mumbai,Social Issues
2021-07-13,Hyderabad,Social Issues
2021-01-16,Delhi,Natural Calamity
2021-12-20,Ahmedabad,Election
2020-07-26,Hyderabad,Health
2023-06-01,Mumbai,Health
2020-08-06,Mumbai,Health
1981-04-13,Pune,Economy
2020-03-11,Mumbai,Natural Calamity
2021-08-29,Mumbai,Economy
2023-02-25,Delhi,Health
1972-04-02,Delhi,Natural Calamity
2019-01-08,Mumbai,Economy
2020-03-04,Delhi,Health
2020-08-26,Pune,Social Issues
2017-03-10,Hyderabad,Economy
2021-03-15,Kolkata,Social Issues
2020-03-24,Delhi,Health
2022-02-12,Hyderabad,Social Issues
2018-03-22,Mumbai,Natural Calamity
2021-04-18,Delhi,Health
2016-03-02,Hyderabad,Economy
2020-04-07,Bangalore,Economy
2022-10-28,Delhi,Health
2022-09-19,Hyderabad,Natural Calamity
2020-09-14,Delhi,Health
2022-01-03,Delhi,Natural Calamity
2021-07-29,Delhi,Natural Calamity
2021-03-09,Bangalore,Economy
1979-08-28,Bangalore,Economy
2021-03-02,Bangalore,Natural Calamity
2020-02-13,Delhi,Health
2019-06-27,Mumbai,Economy
2020-09-06,Mumbai,Natural Calamity
2021-01-07,Delhi,Economy
2020-06-28,Delhi,Health
1971-01-31,Mumbai,Health
2020-09-02,Mumbai,Election
2020-06-23,Bangalore,Health
2020-05-13,Mumbai,Economy
2017-08-01,Delhi,Economy
2019-01-29,Mumbai,Economy
2022-07-27,Delhi,Election
2018-07-29,Mumbai,Natural Calamity
2020-03-18,Delhi,Social Issues
1907-12-10,Mumbai,Health
2020-04-02,Mumbai,Economy
2020-10-17,Delhi,Natural Calamity
2021-04-29,Delhi,Economy
2020-12-09,Kolkata,Health
2020-01-13,Delhi,Election
2021-03-19,Kolkata,Social Issues
2021-03-09,Mumbai,Health
2020-07-20,Lucknow,Natural Calamity
2020-01-17,Jaipur,Social Issues
2022-11-12,Delhi,Natural Calamity
2021-05-24,Delhi,Economy
2020-05-08,Delhi,Election
2021-04-06,Mumbai,Economy
2020-09-19,Ahmedabad,Election
2020-05-23,Delhi,Social Issues
1975-08-01,Bangalore,Election
2022-07-12,Delhi,Social Issues
2018-09-19,Delhi,Economy
2020-11-29,Ahmedabad,Economy
1967-03-12,Delhi,Natural Calamity
2020-07-15,Kolkata,Economy
2021-11-16,Ahmedabad,Natural Calamity
2022-03-23,Delhi,Natural Calamity
2022-02-10,Delhi,Health
2020-04-19,Delhi,Economy
2018-01-06,Hyderabad,Health
2021-04-19,Mumbai,Economy
2021-01-12,Delhi,Economy
2020-08-19,Pune,Social Issues
1999-12-01,Mumbai,Economy
2021-08-23,Delhi,Natural Calamity
2020-10-15,Delhi,Natural Calamity
2021-08-24,Mumbai,Economy
2020-05-25,Mumbai,Economy
2019-05-17,Pune,Election
2021-02-03,Mumbai,Health
2018-04-02,Delhi,Natural Calamity
2019-06-07,Delhi,Health
2020-01-04,Delhi,Economy
2023-03-31,Chennai,Natural Calamity
2018-05-04,Delhi,Economy
2022-09-13,Chennai,Health
2015-04-20,Delhi,Natural Calamity
2020-03-17,Jaipur,Economy
2023-02-02,Kolkata,Natural Calamity
2018-06-26,Mumbai,Economy
2018-09-17,Delhi,Economy
2019-05-31,Mumbai,Health
2021-06-18,Chennai,Natural Calamity
2022-03-04,Kolkata,Health
2020-11-06,Bangalore,Election
2020-03-16,Delhi,Economy
2020-07-26,Bangalore,Natural Calamity
2021-11-29,Bangalore,Health
2020-08-12,Delhi,Natural Calamity
2021-08-07,Mumbai,Economy
2021-07-14,Hyderabad,Social Issues
2019-04-28,Mumbai,Election
2021-07-18,Delhi,Natural Calamity
2020-08-05,Mumbai,Health
2017-11-10,Bangalore,Health
2018-08-15,Delhi,Social Issues
1997-01-25,Delhi,Social Issues
2022-11-19,Delhi,Health
2020-12-07,Hyderabad,Health
2021-02-11,Delhi,Health
2020-03-19,Delhi,Election
2020-07-03,Mumbai,Social Issues
2010-06-25,Delhi,Election
2017-03-24,Mumbai,Natural Calamity
2020-06-06,Kolkata,Election
2018-04-01,Ahmedabad,Health
2020-09-29,Delhi,Economy
2020-05-14,Kolkata,Natural Calamity
2020-10-22,Kolkata,Natural Calamity
2019-02-28,Delhi,Social Issues
2021-10-22,Mumbai,Economy
2020-01-23,Delhi,Natural Calamity
2021-04-30,Delhi,Social Issues
2021-01-02,Bangalore,Social Issues
2021-05-28,Delhi,Natural Calamity
2021-12-03,Delhi,Health
2021-01-06,Ahmedabad,Health
2021-08-04,Delhi,Economy
2020-01-01,Mumbai,Social Issues
2021-05-05,Delhi,Economy
2020-01-03,Ahmedabad,Election
2022-02-03,Ahmedabad,Election
2017-05-09,Delhi,Health
2015-12-29,Delhi,Economy
2021-08-01,Mumbai,Health
2021-05-13,Pune,Economy
2022-06-29,Pune,Health
2019-03-06,Hyderabad,Economy
2021-10-17,Chennai,Natural Calamity
2020-03-22,Hyderabad,Election
2014-05-15,Delhi,Economy
2022-06-11,Delhi,Health
2019-05-24,Hyderabad,Health
2018-12-16,Delhi,Health
1983-07-27,Delhi,Natural Calamity
1976-12-22,Mumbai,Social Issues
2021-03-19,Mumbai,Economy
2021-05-22,Delhi,Economy
2020-08-11,Pune,Economy
2020-10-29,Kolkata,Economy
2020-07-02,Kolkata,Social Issues
2022-01-22,Mumbai,Economy
2021-05-09,Mumbai,Social Issues
2018-06-29,Chennai,Economy
2022-09-17,Kolkata,Economy
2018-05-29,Delhi,Economy
2019-01-07,Delhi,Social Issues
2020-10-21,Delhi,Election
2015-06-06,Pune,Economy
2021-07-03,Delhi,Natural Calamity
2018-08-28,Mumbai,Health
2020-04-12,Delhi,Natural Calamity
2021-03-01,Mumbai,Economy
2020-01-01,Delhi,Economy
2021-03-26,Delhi,Economy
2020-04-25,Delhi,Social Issues
2021-03-15,Delhi,Natural Calamity
2020-04-21,Bangalore,Natural Calamity
2021-05-14,Ahmedabad,Natural Calamity
2020-09-26,Kolkata,Health
2020-08-03,Pune,Social Issues
2020-02-03,Mumbai,Election
1989-02-24,Delhi,Social Issues
2018-07-24,Delhi,Social Issues
2018-04-25,Lucknow,Economy
2020-02-03,Bangalore,Economy
2021-01-12,Kolkata,Economy
2020-01-18,Delhi,Health
2021-01-04,Delhi,Election
2019-09-29,Mumbai,Health
2021-02-19,Bangalore,Health
2019-02-14,Chennai,Natural Calamity
2020-05-05,Pune,Natural Calamity
2013-04-01,Mumbai,Economy
2022-03-10,Delhi,Economy
2017-09-01,Mumbai,Economy
2022-04-22,Mumbai,Economy
2021-04-07,Delhi,Health
2020-10-17,Bangalore,Election
2021-03-11,Mumbai,Natural Calamity
2020-08-27,Mumbai,Health
2019-07-16,Bangalore,Election
2020-12-26,Mumbai,Economy
2020-11-27,Delhi,Health
2020-01-03,Delhi,Health
1936-01-22,Hyderabad,Health
2020-03-28,Jaipur,Social Issues
2022-05-04,Kolkata,Election
2022-04-27,Hyderabad,Economy
1990-06-30,Lucknow,Economy
2018-04-04,Delhi,Economy
2022-05-18,Bangalore,Economy
2020-01-12,Pune,Health
2020-01-30,Chennai,Social Issues
2022-08-08,Pune,Social Issues
2021-07-28,Mumbai,Election
2021-01-23,Mumbai,Health
2022-03-31,Delhi,Economy
1970-01-01,Delhi,Health
2021-04-26,Mumbai,Economy
2021-01-05,Mumbai,Economy
2018-07-18,Kolkata,Health
2022-06-21,Delhi,Economy
2022-02-23,Mumbai,Health
2020-12-26,Delhi,Election
2022-09-10,Bangalore,Economy
2021-05-22,Jaipur,Economy
2022-08-25,Mumbai,Election
2021-07-28,Pune,Economy
2020-01-23,Mumbai,Social Issues
2020-09-01,Hyderabad,Economy
2020-03-11,Ahmedabad,Health
1971-01-26,Hyderabad,Health
2021-03-07,Delhi,Social Issues
2020-09-04,Delhi,Election
2022-10-05,Delhi,Economy
2022-03-10,Mumbai,Economy
2021-08-11,Mumbai,Health
2021-05-17,Hyderabad,Natural Calamity
2021-06-28,Delhi,Social Issues
2021-08-19,Mumbai,Economy
2019-04-13,Delhi,Health
2020-05-25,Mumbai,Economy
1998-12-15,Delhi,Natural Calamity
2022-03-09,Bangalore,Health
2022-06-17,Bangalore,Economy
2023-03-05,Ahmedabad,Economy
2021-05-04,Delhi,Economy
2019-07-07,Ahmedabad,Election
2020-04-01,Pune,Economy
2020-06-12,Hyderabad,Natural Calamity
2022-09-24,Bangalore,Natural Calamity
2019-05-01,Chennai,Election
1970-01-01,Delhi,Health
2018-08-06,Delhi,Economy
2020-05-06,Delhi,Economy
2015-02-26,Delhi,Economy
2021-01-31,Kolkata,Economy
1998-09-24,Delhi,Social Issues
2020-05-17,Bangalore,Natural Calamity
2020-09-04,Mumbai,Health
2021-04-26,Delhi,Economy
2021-08-28,Delhi,Economy
2020-04-09,Hyderabad,Natural Calamity
2019-04-09,Delhi,Natural Calamity
2020-05-07,Delhi,Natural Calamity
2017-05-04,Delhi,Economy
2018-09-03,Mumbai,Social Issues
1953-01-09,Delhi,Economy
2019-10-10,Hyderabad,Economy
2021-06-10,Kolkata,Economy
2020-05-04,Hyderabad,Economy
2019-03-28,Delhi,Economy
2020-02-29,Bangalore,Health
2020-05-04,Mumbai,Social Issues
2020-09-18,Delhi,Economy
2020-05-05,Delhi,Health
2020-09-17,Pune,Health
2017-05-29,Bangalore,Natural Calamity
2021-01-18,Pune,Economy
2021-03-19,Ahmedabad,Health
2021-06-04,Mumbai,Economy
2021-04-15,Delhi,Health
2019-02-01,Delhi,Social Issues
2014-07-05,Hyderabad,Health
2021-10-24,Hyderabad,Economy
2021-04-17,Hyderabad,Economy
2018-09-11,Kolkata,Economy
2022-05-21,Hyderabad,Social Issues
2022-12-22,Bangalore,Economy
2014-05-25,Mumbai,Economy
2018-06-24,Hyderabad,Health
2022-03-01,Mumbai,Economy
2022-08-29,Bangalore,Health
2015-05-10,Delhi,Health
2020-04-14,Chennai,Health
2020-08-20,Delhi,Health
2021-10-20,Hyderabad,Health
2021-09-16,Delhi,Election
2017-01-14,Mumbai,Social Issues
2022-07-04,Mumbai,Health
2021-10-12,Delhi,Election
2021-04-25,Hyderabad,Economy
2022-05-06,Delhi,Social Issues
1900-12-31,Pune,Social Issues
1914-08-27,Kolkata,Economy
2021-09-16,Kolkata,Election
2021-04-12,Delhi,Economy
1902-05-21,Delhi,Health
2020-02-15,Mumbai,Health
2020-05-02,Delhi,Health
2021-05-25,Delhi,Economy
2020-01-21,Jaipur,Economy
2022-10-11,Delhi,Health
2019-08-17,Kolkata,Health
2021-07-23,Bangalore,Economy
2021-05-11,Delhi,Health
2021-10-26,Delhi,Health
2020-09-07,Delhi,Health
2020-10-01,Mumbai,Natural Calamity
1967-04-25,Ahmedabad,Health
2020-11-27,Hyderabad,Natural Calamity
2019-09-21,Hyderabad,Natural Calamity
2021-04-20,Bangalore,Election
1991-05-20,Delhi,Economy
2020-11-17,Mumbai,Election
2021-06-15,Mumbai,Economy
2022-06-18,Kolkata,Economy
1933-10-14,Mumbai,Health
2020-03-20,Delhi,Health
2020-03-21,Hyderabad,Election
2019-02-18,Delhi,Natural Calamity
2018-08-22,Delhi,Economy
2021-02-02,Mumbai,Economy
2021-06-01,Mumbai,Health
2021-01-23,Hyderabad,Natural Calamity
2021-09-19,Hyderabad,Natural Calamity
2020-03-29,Mumbai,Election
2020-10-11,Hyderabad,Economy
2022-08-28,Delhi,Economy
2021-07-02,Delhi,Social Issues
2019-07-15,Bangalore,Health
2021-12-11,Kolkata,Economy
2022-02-24,Mumbai,Health
2021-09-13,Bangalore,Economy
2021-03-12,Delhi,Election
2018-01-19,Delhi,Natural Calamity
2021-11-18,Delhi,Social Issues
2020-07-07,Ahmedabad,Election
1999-01-03,Hyderabad,Health
1927-02-15,Kolkata,Economy
2020-01-01,Kolkata,Health
2022-03-11,Delhi,Social Issues
2022-10-28,Jaipur,Economy
1980-06-18,Mumbai,Health
2016-12-10,Delhi,Election
2021-08-29,Chennai,Health
2018-02-23,Mumbai,Health
2020-09-19,Mumbai,Natural Calamity
2020-02-29,Bangalore,Economy
2021-01-14,Bangalore,Economy
2019-01-21,Jaipur,Election
2019-03-28,Bangalore,Economy
2021-05-06,Mumbai,Health
2020-08-25,Bangalore,Economy
1918-08-19,Lucknow,Economy
2020-02-24,Mumbai,Election
2020-03-17,Pune,Economy
2021-09-19,Delhi,Social Issues
1992-02-01,Delhi,Economy
2021-08-05,Mumbai,Health
2022-08-29,Mumbai,Economy
2019-05-19,Mumbai,Natural Calamity
2019-08-25,Mumbai,Natural Calamity
2017-02-27,Pune,Economy
2023-03-13,Delhi,Economy
2021-07-30,Bangalore,Election
2020-03-22,Bangalore,Economy
2020-03-26,Kolkata,Election
2020-01-11,Delhi,Natural Calamity
2016-04-23,Mumbai,Economy
2020-03-05,Mumbai,Election
2022-10-26,Hyderabad,Natural Calamity
2021-08-31,Delhi,Economy
2020-03-07,Delhi,Natural Calamity
2014-12-16,Delhi,Health
2023-03-01,Delhi,Natural Calamity
2001-01-10,Mumbai,Economy
2020-11-01,Mumbai,Economy
2021-02-23,Bangalore,Social Issues
2021-03-21,Bangalore,Social Issues
2020-08-01,Delhi,Economy
2020-10-19,Delhi,Election
2021-01-21,Delhi,Social Issues
2020-10-01,Hyderabad,Economy
2021-05-07,Hyderabad,Economy
2012-09-25,Bangalore,Natural Calamity
2022-06-06,Delhi,Health
2021-06-01,Mumbai,Natural Calamity
2021-06-25,Mumbai,Natural Calamity
2020-12-09,Mumbai,Economy
2020-05-28,Mumbai,Health
2021-11-11,Kolkata,Social Issues
2020-06-28,Bangalore,Economy
2019-05-16,Ahmedabad,Election
2021-12-09,Ahmedabad,Economy
2021-04-21,Mumbai,Economy
2022-01-11,Delhi,Election
2021-08-28,Mumbai,Economy
2023-05-07,Hyderabad,Economy
1986-02-16,Mumbai,Natural Calamity
1970-04-15,Mumbai,Social Issues
2021-04-01,Bangalore,Natural Calamity
2005-08-29,Delhi,Natural Calamity
2020-05-02,Delhi,Economy
1998-07-09,Delhi,Social Issues
1969-06-15,Pune,Economy
2021-06-25,Delhi,Election
2021-05-13,Delhi,Election
2020-12-21,Chennai,Economy
2021-07-05,Bangalore,Health
1946-08-31,Delhi,Economy
2019-07-19,Delhi,Natural Calamity
2020-01-06,Hyderabad,Social Issues
2021-08-22,Chennai,Economy
2020-03-18,Delhi,Health
2017-05-03,Mumbai,Economy
2020-08-22,Mumbai,Economy
